applicant_id,age,city_tier,employment_type,monthly_income_inr,income_volatility,upi_inflow_avg_inr,upi_transaction_count,monthly_expense_inr,emi_obligations_inr,credit_bureau_score,existing_loans_count,ever_defaulted,gst_filing_months,avg_monthly_gst_inr,loan_amount_requested,loan_tenure_months,loan_purpose,default_probability,risk_label,is_thin_file
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,42,Tier1,Salaried,20207.8,0.3234,22205.36,177,12211.94,3095.88,777,1,True,,,404156.0,18,Education,0.4212,Medium,False
e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,33,Tier2,Gig,17304.11,0.503,16798.64,29,13769.99,940.99,344,2,False,,,255849.3,18,Medical,0.8086,High,False
ec86a890-d7b0-4bdc-966e-3cbe9aea622f,40,Tier3,Salaried,43787.19,0.5695,36427.19,293,21826.99,0.0,606,0,False,,,139542.54,60,Business,0.4121,Medium,False
dd20c3bf-d342-4f08-8a8b-b5b490494583,41,Tier3,Self-employed,44785.31,0.091,44001.19,70,34807.9,0.0,629,0,False,22,2795.89,766820.17,6,Home,0.37,Medium,False
f2d3f761-0ba3-4279-94cb-056407437c3b,42,Tier3,Salaried,80811.02,0.1877,74539.97,292,48304.47,0.0,477,0,False,,,1257360.5,36,Medical,0.5843,High,False
43c07d43-93a7-4792-8561-b8dca4364fcd,45,Tier2,Gig,71545.59,0.2649,76254.5,129,39540.45,25575.71,,1,False,,,1017905.34,6,Medical,0.5927,High,True
92779574-c457-4cc3-b5f7-89bca6b07458,39,Tier3,Gig,32117.45,0.2134,32591.98,69,20333.7,11191.12,359,3,False,,,642349.0,12,Home,0.856,High,False
07c0d116-a394-4d54-9e3c-5a886aa56e6d,27,Tier2,MSME,15589.76,0.1897,13379.51,148,9466.21,4597.42,361,3,False,8,1385.99,311795.2,24,Home,0.7424,High,False
8baaf744-a08d-421b-a395-4cb17f7f6c0a,57,Tier3,Salaried,28443.76,0.5488,32448.35,284,16061.1,0.0,,0,True,,,568875.2,60,Medical,0.6779,High,True
4d560a3d-f4e7-469a-a454-09374a27ebf2,45,Tier1,MSME,40307.93,0.5433,37220.25,92,27737.63,0.0,,0,False,8,2552.56,806158.6,6,Personal,0.5637,High,True
ceae71cf-ce00-4af0-beb0-51817ba24588,32,Tier2,Salaried,30691.75,0.24,27557.18,172,12471.38,10882.02,539,2,False,,,613835.0,48,Personal,0.6113,High,False
741b77f5-4c24-4053-a7f5-ae02af5b8f47,49,Tier1,Salaried,24039.95,0.3122,21645.02,249,13556.31,4746.31,472,2,False,,,480799.0,6,Personal,0.6359,High,False
2877f5d9-0f56-45f8-b048-faa112ae5c22,23,Tier1,Salaried,41252.97,0.1227,42068.58,30,30883.99,1282.82,799,1,False,,,825059.4,18,Education,0.2568,Medium,False
76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,25,Tier2,Salaried,25223.49,0.4966,22773.81,197,16572.6,2732.5,536,1,False,,,504469.8,18,Education,0.5435,High,False
24c778a5-9b4e-464b-9716-dc2e343ada2a,26,Tier3,Self-employed,23268.61,0.3753,22050.08,159,10457.33,0.0,,0,False,15,1462.32,465372.2,6,Medical,0.4548,Medium,True
51beb80e-b7e6-414c-9c8a-49225005680f,53,Tier2,Salaried,42853.72,0.1931,46264.83,231,24913.25,9004.8,,2,False,,,191040.01,48,Business,0.4164,Medium,True
586a346a-dc5b-47d1-bcef-1972bbf483ce,48,Tier2,Self-employed,26951.88,0.4426,26016.02,170,17800.04,9099.84,,1,True,9,836.17,539037.6,48,Home,0.6504,High,True
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,43,Tier3,Gig,41018.2,0.2749,42392.26,85,31337.1,0.0,517,0,False,,,812948.41,18,Medical,0.785,High,False
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,39,Tier1,Gig,41801.44,0.1603,40618.01,185,17709.46,8826.31,506,3,False,,,70090.49,12,Personal,0.7036,High,False
1f5d988f-776a-4f09-bde2-885951b1943c,40,Tier2,Gig,16688.49,0.385,19795.79,161,7533.53,5939.31,504,1,True,,,333769.8,12,Business,0.9311,High,False
24108e9a-3f77-4cae-b318-b96d44790612,56,Tier1,Self-employed,25598.69,0.1789,28566.03,29,14742.49,4155.79,,3,False,7,1262.09,511973.8,12,Home,0.6153,High,True
f204be89-4a4b-4563-8cf4-77ef18c8a616,38,Tier1,Salaried,89112.81,0.4144,101797.14,149,60467.88,5772.04,857,1,False,,,1123576.4,60,Medical,0.2866,Medium,False
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,54,Tier3,Gig,16444.59,0.2462,13895.69,71,6644.08,5678.8,,1,False,,,328891.8,12,Education,0.664,High,True
e6fdd7af-dd84-4acc-b672-94643f8ea40a,35,Tier2,Salaried,8842.08,0.4012,10075.88,84,3847.97,336.95,545,3,False,,,176841.6,36,Medical,0.7022,High,False
ef0a573d-53d2-456d-9040-158728e213bc,50,Tier2,Salaried,10434.82,0.4622,9512.95,183,5343.06,2851.96,817,3,False,,,160763.08,24,Education,0.1993,Low,False
3098f7b2-500e-45c0-b89b-df7f93e34c35,25,Tier1,Salaried,35668.56,0.3088,33078.95,22,26922.46,8493.49,678,4,False,,,710769.0,6,Personal,0.4469,Medium,False
fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,35,Tier1,Gig,35710.48,0.3646,30737.71,80,14829.83,5376.2,707,2,False,,,714209.6,18,Education,0.6075,High,False
e10b1a47-7fae-4748-b781-321e83c501cb,35,Tier2,Self-employed,32424.07,0.4677,34989.81,63,19992.76,1556.84,,1,False,13,3070.09,251785.68,60,Home,0.5629,High,True
170d7507-05ee-41d4-bf53-a88e4efc8248,23,Tier2,Gig,77059.01,0.1436,85194.05,116,43934.63,0.0,,0,False,,,346656.36,36,Business,0.636,High,True
750d112e-8164-4eec-a4ab-851bf1fac6e7,53,Tier1,Salaried,8000.0,0.2355,8478.13,173,3951.19,2170.61,546,1,False,,,160000.0,60,Personal,0.5777,High,False
95560a2d-3713-4466-bda0-6476f778c676,30,Tier1,Self-employed,45272.74,0.6035,44584.63,262,29138.01,9776.92,,3,False,16,3121.32,169485.66,36,Personal,0.6646,High,True
4806f804-0cf0-474c-8c74-dc0f5a575539,38,Tier3,Self-employed,96571.43,0.0794,92473.69,166,72800.93,0.0,,0,False,3,13059.39,1484014.91,60,Home,0.4432,Medium,True
d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,51,Tier3,Salaried,16815.32,0.4857,19157.7,207,11242.19,5660.42,,2,False,,,336306.4,18,Business,0.4303,Medium,True
4926ce5f-7878-4140-ac2a-4f71a77d95f1,27,Tier2,Self-employed,27343.36,0.2041,30149.83,115,12281.57,4783.34,887,3,False,22,2671.39,546867.2,36,Education,0.2199,Medium,False
1b84edc3-d8e0-49de-8217-ea0e896490ab,42,Tier2,Gig,21455.23,0.5538,18692.05,134,15745.16,3723.01,670,4,False,,,238983.75,60,Business,0.583,High,False
43b47ee5-e1e8-4e7e-a249-8f666e51484d,24,Tier2,Self-employed,19570.5,0.3054,21507.47,74,8295.53,6594.0,,3,False,4,912.07,67005.29,60,Personal,0.4981,Medium,True
673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,51,Tier2,Salaried,28311.77,0.3215,29591.08,28,22216.29,10494.25,611,1,False,,,268043.3,24,Business,0.4964,Medium,False
0d18ab95-668c-4477-8b95-017c5dae1201,27,Tier2,Gig,88518.67,0.7756,95150.22,104,60778.94,5833.22,,1,False,,,10828.98,60,Business,0.8153,High,True
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,38,Tier1,Salaried,115543.77,0.276,129363.79,59,89669.53,40994.44,838,4,True,,,596792.88,12,Education,0.6032,High,False
62e7c1a6-12d2-4a06-89e1-cd138da00495,54,Tier1,Salaried,28134.25,0.5913,28995.18,163,21251.13,0.0,597,0,False,,,562685.0,18,Personal,0.3699,Medium,False
8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,47,Tier2,Salaried,120739.73,0.3183,116316.5,143,53508.3,0.0,,0,False,,,787308.98,48,Medical,0.5548,High,True
9f8cc29f-fd35-4c5f-9347-9a3b479bc637,42,Tier2,Self-employed,35818.8,0.3395,39373.49,252,15541.13,7219.28,627,4,True,23,5822.36,716376.0,6,Business,0.5483,High,False
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,32,Tier1,Salaried,109425.86,0.0351,97941.26,158,44041.36,13984.42,467,2,False,,,433412.37,36,Home,0.5287,High,False
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,30,Tier2,Gig,32940.53,0.499,37962.52,264,17235.89,10593.99,328,1,False,,,658810.6,36,Home,0.6799,High,False
8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,47,Tier1,Salaried,38112.25,0.2094,34744.48,219,28934.81,0.0,,0,False,,,762245.0,24,Personal,0.4308,Medium,True
24eeb4a6-c145-45c7-9d98-6115f05eeefe,44,Tier2,Gig,44385.22,0.2069,47517.55,108,19845.22,3944.85,302,1,False,,,887704.4,6,Medical,0.7292,High,False
66c14dca-8255-4a61-9a3b-031932f57510,29,Tier1,Salaried,150000.0,0.2872,159176.53,12,80475.72,30432.61,537,3,False,,,1255967.9,18,Home,0.7059,High,False
09f64405-0b99-4034-8a4e-255280051b10,45,Tier1,Gig,60866.55,0.5957,59711.12,281,31643.53,24155.9,446,1,False,,,1217331.0,60,Personal,0.6482,High,False
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,33,Tier2,Gig,22101.07,0.4571,20715.37,82,11918.19,6108.18,813,1,False,,,442021.4,6,Home,0.3335,Medium,False
2620f9a9-74fd-43d1-84f2-fd0f79474bfa,55,Tier1,Self-employed,65706.42,0.3888,55969.24,175,30214.22,1667.65,,1,False,16,2627.76,952965.17,36,Business,0.417,Medium,True
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,27,Tier1,Salaried,27664.69,0.1203,28618.71,210,13436.68,9544.65,728,3,False,,,327530.21,48,Business,0.3767,Medium,False
518b2f21-9cf2-4859-ae6e-2e7253f591dc,28,Tier2,Self-employed,25457.5,0.3566,28744.35,62,14654.3,664.54,715,3,True,10,3868.08,503945.86,48,Education,0.7659,High,False
9dd2f9de-fd98-4e33-a498-abe92999bbef,48,Tier1,MSME,63176.91,0.1695,70504.91,105,47967.77,14900.44,841,1,False,10,5941.66,1263538.2,12,Home,0.3325,Medium,False
97fe56c5-4c9a-4f24-97b4-c294bd44089d,44,Tier1,MSME,35714.39,0.2663,36655.64,183,17862.17,5050.66,587,1,False,9,4477.18,714287.8,36,Education,0.3727,Medium,False
827c9f8c-d40a-45e9-81df-6517561c9210,25,Tier2,Salaried,41947.65,0.3184,40810.63,218,26545.23,0.0,855,0,False,,,838953.0,60,Personal,0.1641,Low,False
901bcdef-b56f-48ce-bd66-971e88476c56,37,Tier3,Gig,35319.61,0.1849,38996.22,264,26169.61,11859.76,668,1,False,,,683417.62,36,Business,0.4972,Medium,False
044251db-d0d4-4a67-b992-8faa4cbf131d,24,Tier2,Salaried,43559.47,0.2985,46220.54,59,24292.47,0.0,684,0,False,,,871189.4,12,Business,0.4745,Medium,False
1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,55,Tier1,Salaried,46135.19,0.2733,48155.8,287,26869.73,11936.8,841,1,False,,,557215.25,36,Business,0.1526,Low,False
4ec3f970-956d-40e4-aaa2-6216fada98f5,23,Tier1,Gig,9937.54,0.3466,10612.77,57,6530.11,229.7,,1,False,,,198750.8,36,Personal,0.6676,High,True
df41e335-b9ae-48e4-a615-99c8cbf81f86,52,Tier1,Self-employed,53980.36,0.2665,57158.03,62,26227.74,0.0,,0,False,14,9993.67,1079607.2,60,Medical,0.482,Medium,True
98cf1188-06d2-4913-a117-3719b023a0ea,44,Tier3,Self-employed,18486.4,0.1758,17951.78,75,10548.54,0.0,,0,False,7,993.62,369728.0,36,Home,0.4791,Medium,True
a7d4cf50-f791-41e5-83f9-cd6b797ebe87,42,Tier1,Gig,13706.27,0.0634,14823.45,71,7870.73,0.0,363,0,False,,,274125.4,36,Education,0.7697,High,False
9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,31,Tier2,Salaried,33696.05,0.302,33472.98,58,15275.94,0.0,552,0,False,,,673921.0,36,Personal,0.5355,High,False
0d259caa-b8ad-4d87-ba40-45dd93dfd907,25,Tier3,Gig,36963.68,0.3207,33265.12,199,17434.58,13547.76,761,2,False,,,739273.6,12,Business,0.2565,Medium,False
86341718-2ba6-4db3-bafe-b1149561c813,31,Tier3,Self-employed,22299.61,0.2621,23145.4,282,10049.59,0.0,337,0,False,20,3445.44,445992.2,6,Education,0.5625,High,False
c64c9647-9ea7-417c-b89f-7039a107cc46,34,Tier3,Salaried,60070.49,0.261,49375.88,267,47235.6,0.0,449,0,False,,,895993.49,24,Medical,0.6369,High,False
d25864f2-25d4-40fc-a154-2765d756ba9c,36,Tier3,Self-employed,14627.95,0.4414,16588.86,289,10921.71,2325.45,817,4,False,4,1918.15,292559.0,60,Education,0.2172,Medium,False
9293f705-0815-4147-be00-980eae441e21,47,Tier2,MSME,26865.28,0.498,26053.12,47,17036.68,0.0,632,0,False,8,4345.08,537305.6,12,Business,0.4997,Medium,False
30d73df7-1c22-4cea-b355-56a5f2bd92f2,56,Tier2,Self-employed,23931.12,0.5123,25432.46,109,9606.62,7517.93,,3,False,19,1790.16,478622.4,24,Personal,0.4869,Medium,True
6b352f85-504e-4687-b0e7-e75604d9145e,50,Tier1,Salaried,33956.03,0.2541,32620.12,254,20183.91,5151.98,304,1,False,,,480916.56,18,Education,0.6403,High,False
34323ec6-b0c4-401c-a9b7-c0fa26c432f6,37,Tier2,Gig,41955.51,0.2281,44868.17,299,20648.25,15645.07,587,2,False,,,839110.2,36,Education,0.4519,Medium,False
9c89d374-c664-45a7-8077-3e33690e7e62,42,Tier2,MSME,18178.1,0.1771,20349.38,210,13583.13,5638.92,,1,False,24,582.12,363562.0,36,Medical,0.3577,Medium,True
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,25,Tier1,MSME,56043.7,0.123,55880.27,153,22676.17,0.0,352,0,False,17,1888.88,36344.15,6,Business,0.5896,High,False
b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,51,Tier3,Self-employed,36463.06,0.4515,36234.27,231,20564.43,12629.52,,2,False,10,2899.66,729261.2,18,Personal,0.445,Medium,True
8f964685-3514-4890-84c8-6c4623595fa4,22,Tier2,Self-employed,10232.64,0.1756,9873.43,91,4582.44,2115.52,539,2,False,15,449.59,204652.8,48,Business,0.6556,High,False
7a768555-a987-4218-bf84-faef5336723b,22,Tier2,Self-employed,9798.84,0.3904,11024.37,143,7697.86,0.0,690,0,False,8,613.47,195976.8,24,Personal,0.4739,Medium,False
f4e95734-5052-4700-a077-96a38685abaa,24,Tier3,Gig,34720.86,0.4515,40150.68,274,15573.29,8460.45,879,2,True,,,694417.2,6,Home,0.5516,High,False
887b03e5-e980-4808-b5ac-824c2c55aef7,56,Tier1,MSME,30317.32,0.2766,29378.4,35,12348.27,8767.18,,1,False,18,2296.65,606346.4,48,Personal,0.5809,High,True
ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,41,Tier1,Gig,32724.53,0.2002,35639.06,223,25845.37,9468.13,353,3,False,,,611896.73,48,Medical,0.6308,High,False
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,46,Tier1,Self-employed,34369.15,0.4897,33678.09,42,15706.33,11518.76,650,2,False,7,2753.33,687383.0,36,Business,0.5157,High,False
43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,26,Tier3,Salaried,40526.74,0.4562,46628.04,228,17231.67,0.0,514,0,False,,,351284.34,48,Education,0.6141,High,False
f5141058-3138-4975-bbf3-3a349c2dfa97,52,Tier1,Self-employed,64800.95,0.4552,69875.72,55,34185.75,1892.23,877,3,False,10,6074.51,263556.68,24,Business,0.2553,Medium,False
4c6a70f4-8ede-444d-876c-f68c3f1be0d0,46,Tier3,Salaried,16998.58,0.1427,16481.34,248,9936.44,6145.02,,4,False,,,339971.6,6,Personal,0.5212,High,True
fb756923-f910-4bb3-b105-32523990e2c9,24,Tier2,Salaried,16339.19,0.5707,17093.18,233,6917.26,4427.39,332,2,True,,,326783.8,60,Education,0.864,High,False
b4746349-49fc-4cd8-856b-ad4c4c3077c4,35,Tier2,Self-employed,17196.18,0.3505,16543.29,31,11351.29,0.0,,0,False,2,2045.82,343923.6,48,Personal,0.5608,High,True
7d2f4e58-b47a-4c5b-b0b3-901535102852,33,Tier1,Gig,42230.55,0.557,37156.02,227,19695.34,12639.54,588,2,False,,,844611.0,12,Business,0.5103,High,False
8f7c1d59-594b-4a3a-bad4-65a15129950d,29,Tier3,MSME,78615.11,0.1585,84234.62,279,31509.8,25916.77,,1,False,10,11095.53,158109.96,6,Medical,0.4975,Medium,True
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,24,Tier1,Gig,26442.63,0.3226,29367.46,82,10687.44,0.0,710,0,True,,,528852.6,12,Business,0.8065,High,False
92cf6021-1f33-442d-89ac-908746015028,55,Tier2,MSME,8000.0,0.2742,7754.23,268,5487.19,1674.55,616,3,False,7,939.97,160000.0,18,Education,0.4106,Medium,False
e5508ea2-6133-434d-8b0e-8eb1ad371d9e,43,Tier3,Gig,11562.33,0.1285,10878.73,100,7658.54,3049.5,,1,True,,,231246.6,12,Education,0.9109,High,True
585abefb-d181-4f77-a500-1423faebcd19,50,Tier3,Gig,20366.15,0.4257,21990.31,131,9392.07,3093.77,,2,False,,,407323.0,60,Business,0.639,High,True
257f7595-cdfb-4db9-85e7-8b23f4613f09,28,Tier2,Salaried,24357.12,0.3535,22794.77,62,12139.8,946.42,856,1,False,,,487142.4,36,Home,0.3347,Medium,False
f48f709c-49a2-4441-8ac4-de854a5b1aff,28,Tier1,Gig,26840.06,0.5594,26356.66,279,10903.03,0.0,713,0,False,,,536801.2,60,Personal,0.527,High,False
ec8be537-58ab-4778-943b-45e3b6d1f6bb,45,Tier1,Salaried,35888.82,0.5486,29195.12,290,26295.39,9364.57,,4,False,,,717776.4,36,Business,0.4334,Medium,True
bf519362-41a6-4fed-a7ed-c8d8713f8f8c,45,Tier1,Salaried,28580.17,0.2218,30186.55,91,21030.37,2213.72,,1,False,,,11554.54,18,Business,0.5576,High,True
d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,25,Tier3,Salaried,69228.93,0.2733,66464.88,169,47770.74,9392.67,406,1,True,,,261423.73,48,Home,0.8738,High,False
8fe069b6-eeda-4802-8568-f42689e03e22,41,Tier2,Gig,22554.55,0.5041,22585.18,16,15287.15,5763.14,630,1,False,,,451091.0,6,Personal,0.5814,High,False
1bf645f6-2324-4211-8588-fc1bb2384849,33,Tier3,Gig,19982.19,0.8062,19946.3,297,9219.56,0.0,,0,True,,,399643.8,12,Personal,0.9243,High,True
3d4196fe-963a-4617-bdab-07e79d9d028e,49,Tier3,MSME,47780.48,0.2308,46078.8,84,29281.7,7480.83,672,2,False,24,8257.5,635707.0,60,Home,0.3619,Medium,False
e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,39,Tier3,MSME,12899.4,0.3238,12115.16,34,9006.67,870.04,585,1,False,8,2378.27,215505.42,6,Business,0.5098,High,False
3b9b2d45-a350-45e4-b9c5-9df987f255d6,38,Tier1,MSME,45089.42,0.402,45215.96,145,34288.68,12689.57,781,3,False,21,7498.56,617403.24,6,Personal,0.1658,Low,False
548e1f6b-69ce-4e4e-99a6-92c90d700ea4,43,Tier1,Salaried,37412.6,0.6854,35093.01,68,20540.3,10345.69,,4,False,,,748252.0,60,Personal,0.659,High,True
ae62990c-19bd-4f93-b8ef-7666b7a4c719,56,Tier2,MSME,31801.4,0.2293,30765.0,88,20000.31,5871.96,,2,False,18,4170.75,636028.0,48,Medical,0.5239,High,True
f6eab3a0-0153-4221-a331-0a28c550eca8,44,Tier3,Gig,98270.86,0.3675,90624.72,100,77042.55,0.0,815,0,False,,,1095977.55,48,Home,0.3961,Medium,False
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,56,Tier1,MSME,23357.39,0.2367,22041.21,174,9487.82,3911.81,549,2,False,15,2255.39,467147.8,36,Medical,0.5996,High,False
e1721c83-ef5e-4376-a723-fb72682b163a,57,Tier3,Salaried,133558.81,0.1558,145617.94,167,58346.1,0.0,393,0,False,,,1198111.65,60,Medical,0.5686,High,False
a689b424-7a3a-40e1-b9c7-73a0e0decc3d,54,Tier1,Salaried,30229.48,0.2994,27307.51,163,15696.47,6750.05,,2,False,,,604589.6,60,Education,0.4473,Medium,True
4988e418-f6c3-4218-8183-6315330f8be1,47,Tier1,MSME,15260.8,0.7677,13979.39,65,9212.66,4447.26,637,1,False,21,1641.93,305216.0,12,Business,0.555,High,False
0f25477d-a559-40e7-8910-fade52380bf2,31,Tier1,Salaried,36627.37,0.2525,34629.48,131,26297.53,2609.56,317,3,True,,,469070.0,60,Personal,0.95,High,False
a6fd0cb1-16e6-45c0-84cb-294fe86e8e63,28,Tier3,Self-employed,17388.15,0.0692,15308.18,102,8795.42,0.0,,0,False,16,2838.31,347763.0,60,Personal,0.5737,High,True
bd1a8f4b-88ff-4d40-bb72-c86d92fa675f,36,Tier3,Self-employed,21471.08,0.3039,23252.99,71,10270.92,0.0,,0,False,12,2654.58,429421.6,18,Personal,0.5747,High,True
098c60b3-efc9-409e-99af-6e09b91e3d6e,36,Tier1,Salaried,45305.1,0.0993,45250.53,194,22029.59,14733.08,,4,True,,,30594.68,6,Medical,0.7339,High,True
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,49,Tier2,Salaried,50223.17,0.0824,44487.23,190,23318.01,6919.98,570,1,False,,,1004463.4,60,Business,0.3708,Medium,False
ef158d5b-2d00-4d05-966d-4627e1dace6a,23,Tier3,MSME,23357.99,0.1199,21233.12,278,10532.98,8831.76,716,3,True,5,3884.77,141017.17,36,Business,0.6341,High,False
d61169a1-ff46-46bf-894d-916deb6d2fed,32,Tier2,MSME,66497.3,0.7022,71384.37,74,35362.41,2764.06,441,3,True,24,9995.02,1136149.23,36,Education,0.95,High,False
2fb21e66-7ed1-4aab-89b7-c9bc65a16fa9,37,Tier3,MSME,74271.56,0.3438,76039.01,256,40688.4,18149.62,,1,False,3,4876.27,943824.86,48,Business,0.4787,Medium,True
df4e713e-f64e-4dfc-bfbe-ac7aefc59738,38,Tier2,Salaried,89027.4,0.6013,95075.26,89,70534.09,8602.7,582,1,False,,,561699.25,6,Business,0.6101,High,False
0997623a-e072-4d96-8a1a-81f5ed10f004,52,Tier3,Salaried,49376.11,0.3336,53673.18,86,27848.71,10259.65,672,1,False,,,979419.54,60,Business,0.5644,High,False
9a4ffc0c-9165-42ed-8c63-6e95025f5543,56,Tier3,Self-employed,84908.71,0.1555,90100.21,283,43184.17,23329.48,,2,False,5,9519.36,472440.5,12,Education,0.3939,Medium,True
55c551fc-fba5-4cc8-adaf-37661b780ede,54,Tier3,Self-employed,10307.06,0.6786,10203.9,267,6260.68,1012.28,753,4,False,11,1147.89,206141.2,60,Business,0.4045,Medium,False
a42d0cd7-fd35-4f6a-b450-388748d90846,29,Tier2,Salaried,28465.95,0.2452,29486.42,223,20455.07,0.0,,0,False,,,345103.21,60,Business,0.4305,Medium,True
e3a68a70-7e71-4b55-8639-bd418b15bd94,54,Tier1,Gig,19921.4,0.4646,17115.15,294,15788.45,7734.33,602,2,False,,,398428.0,24,Business,0.5123,High,False
811414f8-d9df-4d0e-a25a-ed6cf0458043,57,Tier3,MSME,37820.26,0.2018,40278.61,54,21406.59,0.0,345,0,False,14,5287.76,756405.2,24,Medical,0.629,High,False
cf0e6d2b-315c-467a-85d8-a6ad77d0359e,56,Tier1,Self-employed,24140.87,0.2128,23466.92,53,18660.45,7495.41,,1,False,15,2514.08,482817.4,18,Business,0.5721,High,True
bb2aa146-2999-494c-94a7-b69b1cd66b09,49,Tier1,Self-employed,31416.88,0.1145,30895.03,261,19207.02,5113.08,,2,False,16,3189.26,628337.6,12,Personal,0.4314,Medium,True
b7f60cdf-41dc-4c60-a5f6-0735757b6b29,57,Tier1,Self-employed,118956.96,0.1705,129347.51,154,91484.67,30446.89,,3,False,8,13721.19,1010404.63,12,Business,0.4651,Medium,True
564cfbd2-bc92-4d81-839b-058c2faabe0b,50,Tier2,Salaried,31344.23,0.2347,35971.86,277,12765.03,3297.53,473,1,False,,,529570.44,24,Medical,0.5228,High,False
aca58d95-915a-4c30-8b86-b5a1ca6fbff8,31,Tier2,Salaried,45801.33,0.5441,45403.75,123,26574.61,0.0,845,0,True,,,378519.08,24,Personal,0.5736,High,False
9c678393-2ced-4c0d-b173-04b5c1dd484a,51,Tier3,Self-employed,30095.42,0.1719,33082.34,131,19853.35,0.0,893,0,False,11,559.47,601908.4,18,Business,0.3445,Medium,False
67ce378f-e5a4-483b-a383-889adb2c6ac8,41,Tier2,Self-employed,36765.57,0.6015,40232.09,126,25883.67,0.0,862,0,True,0,2124.78,536476.71,18,Personal,0.6697,High,False
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,39,Tier3,Self-employed,35137.15,0.8004,37170.79,119,20441.27,0.0,692,0,False,13,957.84,204054.06,60,Business,0.642,High,False
186b2880-ab54-4a15-a69d-01ff1634725b,29,Tier3,Gig,46840.99,0.0536,44065.54,140,35956.37,8118.13,373,3,False,,,936819.8,6,Education,0.8388,High,False
7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,34,Tier2,Salaried,74649.06,0.1093,65219.76,99,31896.32,10963.5,454,1,False,,,987109.58,18,Medical,0.7158,High,False
01bf9e73-3f80-4385-af92-40b652d78f10,37,Tier2,Salaried,102120.57,0.6394,85825.2,214,68295.2,0.0,647,0,False,,,523914.52,18,Business,0.5901,High,False
725d4259-3c4b-4eec-a231-ee7342c2d2eb,50,Tier1,Salaried,42802.7,0.4484,40778.66,121,25607.46,8436.18,,2,True,,,201281.66,24,Business,0.8291,High,True
546252e7-f43b-4052-8459-bd6ec0f63229,43,Tier1,Salaried,51344.28,0.3297,46043.15,219,22694.82,0.0,798,0,False,,,323516.28,60,Personal,0.1705,Low,False
92a81713-b90e-444b-951c-25d54d4c5280,55,Tier2,Self-employed,16564.9,0.2187,18285.03,244,12767.2,0.0,,0,False,18,1793.99,331298.0,12,Home,0.4898,Medium,True
5c0b9b10-a757-4b10-82f5-25b902ed73ce,43,Tier1,Gig,33056.83,0.3143,33501.55,213,23790.77,10379.72,843,3,True,,,661136.6,60,Personal,0.5148,High,False
aaf407f7-0fe7-4149-bc7e-5368b1594847,57,Tier2,MSME,64491.68,0.5743,68518.93,92,48056.85,0.0,592,0,False,17,6823.28,1289833.6,24,Personal,0.4615,Medium,False
28e333b6-4e8a-4c4b-b724-20411e43fbd2,25,Tier2,Gig,61450.24,0.1224,56109.81,194,43747.61,17617.91,706,1,False,,,132096.6,36,Personal,0.4834,Medium,False
ec50ace4-80a5-4e65-afa2-855967c96204,58,Tier1,Self-employed,40160.92,0.255,43869.1,36,18218.83,12515.75,,1,False,18,7432.06,803218.4,36,Home,0.5554,High,True
c5144d98-b41c-404f-a346-f415e5267a2b,32,Tier2,Salaried,62271.52,0.4755,58572.76,134,33168.58,0.0,531,0,False,,,840814.21,24,Home,0.6907,High,False
a38295d3-1e0e-4546-b0b6-dedf4f9c4027,41,Tier2,Self-employed,48151.22,0.1008,49813.69,125,36181.14,0.0,526,0,False,5,4274.24,963024.4,6,Education,0.7098,High,False
5e175b66-4b87-459f-b0cd-7f05ea87855e,22,Tier1,Salaried,76366.73,0.4451,78750.72,152,54714.7,0.0,750,0,False,,,13247.01,60,Business,0.3988,Medium,False
